,course_title,price,num_subscribers,level,subject,idioma
3386,Python Programming: Create an Digital Marketplace in Django,195,4198,All Levels,Web Development,Ingles
3387,Create Ajax Chat App with PHP & Mysql,45,540,Beginner Level,Web Development,Ingles
3388,Mastering Thymeleaf with Spring,75,942,All Levels,Web Development,Ingles
3389,Learn Rails Programming in Less than 2 Hours,35,2470,All Levels,Web Development,Ingles
3390,Wordpress Backup & Restore,95,478,All Levels,Web Development,Ingles
3391,Learn JavaScript Dynamic Interactive Projects for Beginners,100,2558,Beginner Level,Web Development,Ingles
3392,Build Modern Websites Super Fast,25,2178,All Levels,Web Development,Aleman
3393,SAP - Learn SAPUI5 Professional Development,195,860,All Levels,Web Development,Ingles
3394,Wordpress Security,95,2888,All Levels,Web Development,Ingles
3395,Learn HTML5 At Your Own Pace. Ideal for Beginners,50,3026,All Levels,Web Development,Ingles
3396,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,20,2164,All Levels,Web Development,Ingles
3397,Build Real World Websites from Scratch using HTML5 and CSS3,195,10874,Beginner Level,Web Development,Ingles
3398,How to become an App Developer,200,1935,Beginner Level,Web Development,Ingles
3399,"Modern JavaScript: Building Real-World, Real-Time Apps",50,1871,Intermediate Level,Web Development,Ingles
3400,JavaScript Introduction to Object Oriented JavaScript,90,7789,Beginner Level,Web Development,Ingles
3401,Core HTML How to get online quickly HTML to HTML5 ,90,10394,Beginner Level,Web Development,Ingles
3402,Building Websites JavaScript and the DOM,120,17759,Beginner Level,Web Development,Ingles
3403,Complete Login and Registration System in PHP and MYSQL,200,4714,All Levels,Web Development,Ingles
3404,The Complete E-Commerce Web Developer Course 5.0,195,3209,All Levels,Web Development,Ingles
3405,HTML5 canvas Bootcamp for beginners 25 easy steps,120,14118,Beginner Level,Web Development,Ingles
3406,Advanced HTML5 Tutorial for Web Developers,50,11847,All Levels,Web Development,Ingles
3407,Learn the Basics of Programming for Marketers,55,11339,Beginner Level,Web Development,Ingles
3408,Css For Beginners,85,1156,Beginner Level,Web Development,Aleman
3409,GRUNT js: Automate web development tasks and save your time,55,1534,All Levels,Web Development,Ingles
3410,Mastering Web and Mobile Debugging Using Chrome Dev Tools,195,1102,All Levels,Web Development,Ingles
3411,HTML : Beginner Guide to HTML writing,20,783,Beginner Level,Web Development,Ingles
3412,Build Web Apps Using EmberJS: The Complete Course,40,627,All Levels,Web Development,Ingles
3413,SharePoint 2013 Development using C# - Part I,50,891,All Levels,Web Development,Ingles
3414,SAP Crystal Reports with ASP.Net (Step by step),0,7484,Beginner Level,Web Development,Ingles
3415,Building Responsive Data Visualizations with D3 JS,85,876,All Levels,Web Development,Ingles
3416,Learn Rails Programming in Less than 30 Minute - Lite,20,1235,All Levels,Web Development,Ingles
3417,SASS - Beginner Crash Course,25,1143,Beginner Level,Web Development,Ingles
3418,Angular 2 Fundamentals for Web Developers,40,450,All Levels,Web Development,Ingles
3419,Easily Learn Web Development With Drop & Drag: OptimizePress,20,1442,Beginner Level,Web Development,Ingles
3420,XML XSLT - Crash Course for Beginners,45,426,All Levels,Web Development,Ingles
3421,Create Your Own Successful Online School To Sell Courses,95,2814,Beginner Level,Web Development,Ingles
3422,Flask Tutorial Step by Step,0,4645,Intermediate Level,Web Development,Ingles
3423,Ruby on Rails a Beginners Guide ,0,13130,Beginner Level,Web Development,Ingles
3424,Mastering Basic CSS Selectors.,0,3933,Beginner Level,Web Development,Ingles
3425,Create a Website Similar to Facebook from Scratch!,25,2197,All Levels,Web Development,Ingles
3426,Comprehensive TypeScript,125,1318,All Levels,Web Development,Ingles
3427,"Essential HTML, CSS & HTML5 Training",50,1553,Beginner Level,Web Development,Ingles
3428,HTML 5 and CSS 3 - tricks and workarounds,80,2007,All Levels,Web Development,Ingles
3429,"How to Register a Domain, Set Up Hosting, and Edit Web Pages",45,1540,Beginner Level,Web Development,Ingles
3430,WordPress Plugins Treasure Chest,25,1655,Intermediate Level,Web Development,Ingles
3431,Practical Understanding of PHP and MySQL,0,12201,Beginner Level,Web Development,Ingles
3432,"AngularJS for Beginners, Single-Page Applications Made Easy",200,1284,All Levels,Web Development,Ingles
3433,Building a Social Network in PHP & MySQL From Scratch,50,869,All Levels,Web Development,Ingles
3434,XML DOM - Crash Course for Beginners,45,396,All Levels,Web Development,Ingles
3435,Create a Powerful Website with the Cool Bootstrap Framework,0,7142,All Levels,Web Development,Ingles
3436,HTML5 and CSS3 -Start building beautiful websites,150,1414,All Levels,Web Development,Ingles
3437,Getting Started as a Web Developer,0,9833,Beginner Level,Web Development,Ingles
3438,Learn Laravel: Create Your Web App Step-By-Step,45,604,All Levels,Web Development,Ingles
3439,Professional Web Scraping with Java,50,685,Intermediate Level,Web Development,Ingles
3440,3D Programming with WebGL and Babylon.js for Beginners,200,549,Intermediate Level,Web Development,Ingles
3441,Learn to make a colorful one page website,200,1220,All Levels,Web Development,Ingles
3442,WordPress Plugin Tutorial,40,1588,Beginner Level,Web Development,Ingles
3443,Introduction to HTML,0,8371,Beginner Level,Web Development,Ingles
3444,Learn JavaScript From Scratch:Become Top Rated Web Developer,65,2570,All Levels,Web Development,Ingles
3445,"Installing Wordpress 4 - Installation, Registrars & Hosting",45,6117,Beginner Level,Web Development,Ingles
3446,Learn PHP Programming for Absolute Beginners,35,5368,All Levels,Web Development,Ingles
3447,WordPress for Beginners 2017 + Google AdSense Implementation,195,2225,All Levels,Web Development,Ingles
3448,JavaScript for beginners in 1 hour,95,2086,Beginner Level,Web Development,Ingles
3449,HTML5 and CSS for Beginner To Expert,20,1732,All Levels,Web Development,Ingles
3450,Become a Kick-Ass Web Developer: From Newbie to Pro,200,6751,All Levels,Web Development,Ingles
3451,Django Tutorial: Build Your First App Fast & Free! ,20,5228,Beginner Level,Web Development,Ingles
3452,Create a social network using PHP Mysqli HTML Css and JQuery,40,1477,Intermediate Level,Web Development,Ingles
3453,PHP - Send and Receive Mobile Text Messages (SMS),50,1626,All Levels,Web Development,Ingles
3454,Complete PHP Course with OOP Start to Finish!,200,4529,All Levels,Web Development,Ingles
3455,Coding Made Easy: HTML & CSS For Beginners,40,3254,Beginner Level,Web Development,Ingles
3456,WordPress Security - The Ultimate Security Guide,60,2267,All Levels,Web Development,Ingles
3457,How to Make a Single Page Website for Freelancers & Agencies,0,17463,All Levels,Web Development,Ingles
3458,Learn to Use jQuery UI Widgets,0,23669,Beginner Level,Web Development,Ingles
3459,Learn to Create Responsive Layouts in 30 Minutes,0,5301,Beginner Level,Web Development,Ingles
3460,Web Building Starter Pack. Html Css and JQuery Animations,30,1033,All Levels,Web Development,Ingles
3461,Getting Started with Angular 2+,0,6909,Beginner Level,Web Development,Ingles
3462,Intro to PHP Web Application Development with Symfony,200,4040,Beginner Level,Web Development,Ingles
3463,Learn OAuth 2.0 - Theory and Hands On,145,546,All Levels,Web Development,Ingles
3464,Learning CSS3 - A Comprehensive Tutorial For Web Developers,50,2459,All Levels,Web Development,Ingles
3465,Professional WordPress Theme Development from Scratch,200,1284,All Levels,Web Development,Ingles
3466,PHP Zend Framework 1.11:Creating a CRUD Application,40,1122,All Levels,Web Development,Ingles
3467,Write quicker HTML5 and CSS 3; productivity hacks with emmet,0,13016,All Levels,Web Development,Ingles
3468,The Ultimate jQuery Course,20,1098,All Levels,Web Development,Ingles
3469,Build an Advanced Single Page with Bootstrap & WordPress,95,481,Intermediate Level,Web Development,Ingles
3470,Master all PHP ideas 2017 to build any project,50,376,Beginner Level,Web Development,Ingles
3471,A Beginner's Guide to the Meteor JavaScript Framework,50,898,Beginner Level,Web Development,Ingles
3472,Create an E-commerce website without any coding,20,1393,All Levels,Web Development,Ingles
3473,Learn To Build Apps Using Play Framework,40,434,All Levels,Web Development,Ingles
3474,Introducing Ionic 2,50,394,Beginner Level,Web Development,Ingles
3475,Learn Laravel with Database Migration & Seeding & Faker,20,263,All Levels,Web Development,Ingles
3476,Create a Client Network by Hosting WordPress Sites,35,1061,Intermediate Level,Web Development,Ingles
3477,Introduction to PHP Slim Microframework,20,1312,Intermediate Level,Web Development,Ingles
3478,ASP :basics for beginners,35,764,All Levels,Web Development,Ingles
3479,"WordPress Development With NodeJS, Gulp, Composer & More",25,289,Intermediate Level,Web Development,Ingles
3480,Become PHP Facebook Developer: Password-Less Authentication,195,4001,All Levels,Web Development,Ingles
3481,How To Create Your Very First Website With HTML and CSS,100,5097,Beginner Level,Web Development,Ingles
3482,Learn JSON for beginners with JavaScript,200,3193,Beginner Level,Web Development,Ingles
3483,Ultimate guide to Social Media Web development integration ,200,11011,All Levels,Web Development,Ingles
3484,A Complete Laravel basics from beginner to expert,25,3492,All Levels,Web Development,Ingles
3485,JQuery Basics - Learn JQuery From Scratch,100,3559,Beginner Level,Web Development,Ingles
3486,Learn MeteorJS By Building 10 Real World Projects,50,2784,All Levels,Web Development,Ingles
3487,JavaScript Basics for Beginners Introduction to coding,150,5495,Beginner Level,Web Development,Ingles
3488,AngularJS Masterclass - Deep Dive & Understand AngularJS,100,2912,All Levels,Web Development,Ingles
3489,HTML5 for beginners,195,9687,Beginner Level,Web Development,Ingles
3490,All in one HTML CSS and JQuery,20,3444,All Levels,Web Development,Ingles
3491,Responsive Design with NEW Materialize,75,12629,All Levels,Web Development,Ingles
3492,Create a Responsive Business Website with WordPress,95,1659,All Levels,Web Development,Ingles
3493,PHP webservices,30,1305,All Levels,Web Development,Ingles
3494,JavaScript Promises: Applications in ES6 and AngularJS,75,651,Beginner Level,Web Development,Ingles
3495,Learn to build 20 websites and build 14 iOS9 apps with swift,40,1926,All Levels,Web Development,Ingles
3496,Professional CSS Flexbox,35,396,Intermediate Level,Web Development,Ingles
3497,XML :basics for beginners,40,1062,All Levels,Web Development,Ingles
3498,How to create Paypal and Credit card Payment Buttons,65,578,Beginner Level,Web Development,Ingles
3499,Customizr - Learn WordPress with the ultimate creative theme,0,4735,Beginner Level,Web Development,Ingles
3500,How To Create a Local Wordpress Environment,0,4306,Beginner Level,Web Development,Ingles
3501,Fun and creative web engineering with Python and Web2py,0,10917,All Levels,Web Development,Ingles
3502,WordPress for Beginners - Build Your First Website in 2017,100,1701,Beginner Level,Web Development,Ingles
3503,Learn to Make an Animated Image Gallery using HTML5,0,11080,Beginner Level,Web Development,Ingles
3504,Projects in Foundation Framework - Learn By Building 10 Apps,50,636,All Levels,Web Development,Ingles
3505,Drupal for Beginners,30,1478,Beginner Level,Web Development,Ingles
3506,Laravel : CRUD Application Using AJAX In Laravel 5.3,20,362,Intermediate Level,Web Development,Ingles
3507,Foundations of Front-End Web Development,0,8337,Beginner Level,Web Development,Ingles
3508,Angular 2 - Superheroic Framework,20,702,Beginner Level,Web Development,Ingles
3509,Social Network Web Development,200,2698,All Levels,Web Development,Ingles
3510,For Free - Deploy Quickly Spring Boot on Heroku With MySQL,95,177,All Levels,Web Development,Ingles
3511,Building Web Applications with Spring MVC,85,714,All Levels,Web Development,Ingles
3512,"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",20,1062,All Levels,Web Development,Ingles
3513,HTML & CSS - Learn to build sleek websites ,55,1552,All Levels,Web Development,Ingles
3514,Master Angular 2 - The No Nonsense Course,25,102,Beginner Level,Web Development,Ingles
3515,Master ASP . NET 4 from scratch,50,613,All Levels,Web Development,Ingles
3516,CoffeeScript: The Good Parts—Write Better javaScript,50,2152,Beginner Level,Web Development,Ingles
3517,Mastering Magento,85,1063,All Levels,Web Development,Aleman
3518,Ultimate JavaScript Strings,0,3142,Beginner Level,Web Development,Ingles
3519,Your Own Site in 45 Min: The Complete Wordpress Course,120,1566,All Levels,Web Development,Ingles
3520,Redirect Your Visitors By Country Easily -Wordpress Tutorial,20,2306,Beginner Level,Web Development,Ingles
3521,Learn Knockout JS Framework from GroundUp,40,633,All Levels,Web Development,Ingles
3522,Build Responsive Websites  in an Hour using Portalfin,0,2859,All Levels,Web Development,Ingles
3523,Master Riot: Learn Riot.js from Scratch,125,299,Intermediate Level,Web Development,Ingles
3524,Learn W3.CSS,50,1002,All Levels,Web Development,Ingles
3525,Learning Axure RP,75,631,All Levels,Web Development,Ingles
3526,"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",50,1386,All Levels,Web Development,Ingles
3527,"Kids Coding -Introduction to HTML, CSS and JavaScript",200,2355,Beginner Level,Web Development,Ingles
3528,Introduction to Voice Design with Amazon's Alexa,0,6742,Beginner Level,Web Development,Ingles
3529,How to Create a Social Network For a Niche-Related Community,100,1853,All Levels,Web Development,Ingles
3530,Webpack 1 & 2 - The Complete Guide,40,252,All Levels,Web Development,Ingles
3531,Star Rating Project AJAX with JSON response from PHP MySQL,120,1302,Beginner Level,Web Development,Ingles
3532,Wordpress for beginners :Build Websites Fast without Coding ,50,1658,All Levels,Web Development,Ingles
3533,ASP.Net MVC Quick Start,0,15092,Intermediate Level,Web Development,Aleman
3534,Build a Chatbot integrated Website using Bootstrap 4,50,165,All Levels,Web Development,Ingles
3535,How To Create A WordPress Website Without Paying A Developer,20,4333,Beginner Level,Web Development,Ingles
3536,PSD to Bootstrap 3 for Beginners using HTML & CSS,20,976,Beginner Level,Web Development,Ingles
3537,Build Advanced Responsive Websites with Foundation 6 & SASS,200,1276,All Levels,Web Development,Ingles
3538,Learn Essential Javascript Fundamentals - Lite,20,1476,All Levels,Web Development,Ingles
